# TYPE Total_Runtime gauge
# HELP Total_Runtime The amount of runtime each forecast takes, in minutes.
Initial_RMS_pressure_tendency 0.7244531748418829 1657692000.0
Initial_RMS_pressure_tendency 0.7606037084226199 1657713600.0
Initial_RMS_pressure_tendency 0.7963096230275727 1657735200.0
Initial_RMS_pressure_tendency 0.8262526102650506 1657756800.0
Initial_RMS_pressure_tendency 0.8721819590972977 1657778400.0
Initial_RMS_pressure_tendency 0.6815140648638615 1657800000.0
Initial_RMS_pressure_tendency 0.725306535868447 1657821600.0
Initial_RMS_pressure_tendency 0.7652370285531278 1657843200.0
Initial_RMS_pressure_tendency 0.8725740380988832 1657864800.0
Initial_RMS_pressure_tendency 0.7094518733528767 1657886400.0
Initial_RMS_pressure_tendency 0.9296438222085257 1657908000.0
Initial_RMS_pressure_tendency 0.7312421842540543 1657929600.0
Initial_RMS_pressure_tendency 0.8034054590065338 1657951200.0
Initial_RMS_pressure_tendency 0.7825941151684674 1657972800.0
Initial_RMS_pressure_tendency 0.7722447122030706 1657994400.0
# TYPE Initial_RMS_pressure_tendency_data gauge
# HELP Initial_RMS_pressure_tendency_data Boolean of whether or not the data came in, as 0 or 1.
Initial_RMS_pressure_tendency_data 1 1655424000.0
Initial_RMS_pressure_tendency_data 1 1655445600.0
Initial_RMS_pressure_tendency_data 1 1655467200.0
Initial_RMS_pressure_tendency_data 1 1655488800.0
Initial_RMS_pressure_tendency_data 1 1655510400.0
Initial_RMS_pressure_tendency_data 1 1655532000.0
Initial_RMS_pressure_tendency_data 1 1655553600.0
Initial_RMS_pressure_tendency_data 0 1655575200.0
Initial_RMS_pressure_tendency_data 1 1655596800.0
Initial_RMS_pressure_tendency_data 1 1655618400.0
Initial_RMS_pressure_tendency_data 1 1655640000.0
Initial_RMS_pressure_tendency_data 1 1655661600.0
Initial_RMS_pressure_tendency_data 1 1655683200.0
Initial_RMS_pressure_tendency_data 0 1655704800.0
Initial_RMS_pressure_tendency_data 1 1655726400.0
Initial_RMS_pressure_tendency_data 1 1655748000.0
Initial_RMS_pressure_tendency_data 1 1655769600.0
Initial_RMS_pressure_tendency_data 1 1655791200.0
Initial_RMS_pressure_tendency_data 1 1655812800.0
Initial_RMS_pressure_tendency_data 1 1655834400.0
Initial_RMS_pressure_tendency_data 1 1655856000.0
Initial_RMS_pressure_tendency_data 1 1655877600.0
Initial_RMS_pressure_tendency_data 1 1655899200.0
Initial_RMS_pressure_tendency_data 1 1655920800.0
Initial_RMS_pressure_tendency_data 1 1655942400.0
Initial_RMS_pressure_tendency_data 1 1655964000.0
Initial_RMS_pressure_tendency_data 1 1655985600.0
Initial_RMS_pressure_tendency_data 1 1656007200.0
Initial_RMS_pressure_tendency_data 1 1656028800.0
Initial_RMS_pressure_tendency_data 1 1656050400.0
Initial_RMS_pressure_tendency_data 1 1656072000.0
Initial_RMS_pressure_tendency_data 1 1656093600.0
Initial_RMS_pressure_tendency_data 1 1656115200.0
Initial_RMS_pressure_tendency_data 1 1656136800.0
Initial_RMS_pressure_tendency_data 1 1656158400.0
Initial_RMS_pressure_tendency_data 1 1656180000.0
Initial_RMS_pressure_tendency_data 1 1656201600.0
Initial_RMS_pressure_tendency_data 1 1656223200.0
Initial_RMS_pressure_tendency_data 1 1656244800.0
Initial_RMS_pressure_tendency_data 1 1656266400.0
Initial_RMS_pressure_tendency_data 1 1656288000.0
Initial_RMS_pressure_tendency_data 1 1656309600.0
Initial_RMS_pressure_tendency_data 1 1656331200.0
Initial_RMS_pressure_tendency_data 1 1656352800.0
Initial_RMS_pressure_tendency_data 1 1656374400.0
Initial_RMS_pressure_tendency_data 1 1656396000.0
Initial_RMS_pressure_tendency_data 1 1656417600.0
Initial_RMS_pressure_tendency_data 1 1656439200.0
Initial_RMS_pressure_tendency_data 1 1656460800.0
Initial_RMS_pressure_tendency_data 0 1656482400.0
Initial_RMS_pressure_tendency_data 1 1656504000.0
Initial_RMS_pressure_tendency_data 1 1656525600.0
Initial_RMS_pressure_tendency_data 1 1656547200.0
Initial_RMS_pressure_tendency_data 1 1656568800.0
Initial_RMS_pressure_tendency_data 1 1656590400.0
Initial_RMS_pressure_tendency_data 1 1656612000.0
Initial_RMS_pressure_tendency_data 1 1656633600.0
Initial_RMS_pressure_tendency_data 1 1656655200.0
Initial_RMS_pressure_tendency_data 1 1656676800.0
Initial_RMS_pressure_tendency_data 1 1656698400.0
Initial_RMS_pressure_tendency_data 0 1656720000.0
Initial_RMS_pressure_tendency_data 1 1656741600.0
Initial_RMS_pressure_tendency_data 1 1656763200.0
Initial_RMS_pressure_tendency_data 1 1656784800.0
Initial_RMS_pressure_tendency_data 1 1656806400.0
Initial_RMS_pressure_tendency_data 1 1656828000.0
Initial_RMS_pressure_tendency_data 1 1656849600.0
Initial_RMS_pressure_tendency_data 1 1656871200.0
Initial_RMS_pressure_tendency_data 1 1656892800.0
Initial_RMS_pressure_tendency_data 1 1656914400.0
Initial_RMS_pressure_tendency_data 0 1656936000.0
Initial_RMS_pressure_tendency_data 1 1656957600.0
Initial_RMS_pressure_tendency_data 1 1656979200.0
Initial_RMS_pressure_tendency_data 0 1657000800.0
Initial_RMS_pressure_tendency_data 1 1657022400.0
Initial_RMS_pressure_tendency_data 0 1657044000.0
Initial_RMS_pressure_tendency_data 0 1657065600.0
Initial_RMS_pressure_tendency_data 1 1657087200.0
Initial_RMS_pressure_tendency_data 1 1657108800.0
Initial_RMS_pressure_tendency_data 0 1657130400.0
Initial_RMS_pressure_tendency_data 1 1657152000.0
Initial_RMS_pressure_tendency_data 0 1657173600.0
Initial_RMS_pressure_tendency_data 1 1657195200.0
Initial_RMS_pressure_tendency_data 1 1657216800.0
Initial_RMS_pressure_tendency_data 1 1657238400.0
Initial_RMS_pressure_tendency_data 1 1657260000.0
Initial_RMS_pressure_tendency_data 1 1657281600.0
Initial_RMS_pressure_tendency_data 1 1657303200.0
Initial_RMS_pressure_tendency_data 1 1657324800.0
Initial_RMS_pressure_tendency_data 1 1657346400.0
Initial_RMS_pressure_tendency_data 1 1657368000.0
Initial_RMS_pressure_tendency_data 1 1657389600.0
Initial_RMS_pressure_tendency_data 1 1657411200.0
Initial_RMS_pressure_tendency_data 1 1657432800.0
Initial_RMS_pressure_tendency_data 1 1657454400.0
Initial_RMS_pressure_tendency_data 1 1657476000.0
Initial_RMS_pressure_tendency_data 1 1657497600.0
Initial_RMS_pressure_tendency_data 1 1657519200.0
Initial_RMS_pressure_tendency_data 1 1657540800.0
Initial_RMS_pressure_tendency_data 1 1657562400.0
Initial_RMS_pressure_tendency_data 0 1657584000.0
Initial_RMS_pressure_tendency_data 0 1657605600.0
Initial_RMS_pressure_tendency_data 1 1657627200.0
Initial_RMS_pressure_tendency_data 1 1657648800.0
Initial_RMS_pressure_tendency_data 1 1657670400.0
Initial_RMS_pressure_tendency_data 1 1657692000.0
Initial_RMS_pressure_tendency_data 1 1657713600.0
Initial_RMS_pressure_tendency_data 1 1657735200.0
Initial_RMS_pressure_tendency_data 1 1657756800.0
Initial_RMS_pressure_tendency_data 1 1657778400.0
Initial_RMS_pressure_tendency_data 1 1657800000.0
Initial_RMS_pressure_tendency_data 1 1657821600.0
Initial_RMS_pressure_tendency_data 1 1657843200.0
Initial_RMS_pressure_tendency_data 1 1657864800.0
Initial_RMS_pressure_tendency_data 1 1657886400.0
Initial_RMS_pressure_tendency_data 1 1657908000.0
Initial_RMS_pressure_tendency_data 1 1657929600.0
Initial_RMS_pressure_tendency_data 1 1657951200.0
Initial_RMS_pressure_tendency_data 1 1657972800.0
Initial_RMS_pressure_tendency_data 1 1657994400.0
# EOF
